datetime,sessionTime,RMSSD
250708201104.488,0.700,9.919
250708201104.488,1.700,9.919
250708201105.491,2.700,10.108
250708201106.493,3.700,10.073
250708201107.494,4.700,10.704
250708201108.497,5.700,11.961
250708201109.499,6.720,12.772
250708201110.498,7.720,12.951
250708201111.500,8.720,16.629
250708201112.502,9.720,18.124
250708201113.506,10.720,21.381
250708201114.506,11.720,22.416
250708201115.510,12.720,22.841
250708201116.513,13.720,22.541
250708201117.512,14.720,20.784
250708201118.522,15.720,22.344
250708201119.525,16.720,25.757
250708201120.529,17.720,24.263
250708201121.532,18.740,23.273
250708201122.536,19.740,19.891
250708201123.540,20.740,19.725
250708201124.543,21.740,20.484
250708201125.545,22.740,22.285
250708201126.548,23.740,24.170
250708201127.548,24.760,23.800
250708201128.550,25.760,20.280
250708201129.552,26.760,21.333
250708201130.554,27.760,21.231
250708201131.557,28.760,21.467
250708201132.557,29.760,20.537
250708201133.582,30.780,22.808
250708201134.584,31.780,23.145
250708201135.586,32.780,23.797
250708201136.589,33.780,21.862
250708201137.592,34.780,21.838
250708201138.595,35.780,20.113
250708201139.596,36.780,24.136
250708201140.596,37.780,24.458
250708201141.600,38.800,24.490
250708201142.600,39.820,23.439
250708201143.601,40.820,22.479
250708201144.601,41.820,19.828
250708201145.602,42.820,20.338
250708201146.606,43.820,20.912
250708201147.608,44.820,21.316
250708201148.630,45.820,17.130
250708201149.632,46.820,18.187
250708201150.634,47.820,23.583
250708201151.636,48.820,21.638
250708201152.635,49.820,21.741
250708201153.636,50.820,22.089
250708201154.638,51.840,21.544
250708201155.640,52.840,26.886
250708201156.643,53.860,26.464
250708201157.644,54.860,26.275
250708201158.652,55.860,26.275
250708201158.652,56.860,26.275
250708201158.652,57.860,26.275
250708201158.652,58.860,26.275
250708201158.653,59.860,26.275
250708201158.653,60.860,26.275
250708201158.653,61.860,26.275
250708201158.653,62.880,26.275
